instance,seed,cutoff,size,ref,rel_err,valid,wall_time
small3,25,2,20,20,0.0000,1,2.0195
small3,26,2,20,20,0.0000,1,2.0079
small3,27,2,20,20,0.0000,1,2.0080
small3,28,2,20,20,0.0000,1,2.0926
small3,29,2,20,20,0.0000,1,2.0094
small3,30,2,20,20,0.0000,1,2.0033
small3,31,2,20,20,0.0000,1,2.0063
small3,32,2,20,20,0.0000,1,2.0059
small3,33,2,20,20,0.0000,1,2.0068
small3,34,2,20,20,0.0000,1,2.0128
small3,35,2,20,20,0.0000,1,2.0101
small3,36,2,20,20,0.0000,1,2.0065
small3,37,2,20,20,0.0000,1,2.0024
small3,38,2,20,20,0.0000,1,2.0104
small3,39,2,20,20,0.0000,1,2.0028
small3,40,2,20,20,0.0000,1,2.0140
small3,41,2,20,20,0.0000,1,2.0136
small3,42,2,20,20,0.0000,1,2.0073
small3,43,2,20,20,0.0000,1,2.0125
small3,44,2,20,20,0.0000,1,2.0001
small3,45,2,20,20,0.0000,1,2.0027
small3,46,2,20,20,0.0000,1,2.0020
small3,47,2,20,20,0.0000,1,2.0006
small3,48,2,20,20,0.0000,1,2.0021
small3,49,2,20,20,0.0000,1,2.0096
small3,50,2,20,20,0.0000,1,2.0035
small4,1,2,20,20,0.0000,1,2.0230
small4,2,2,20,20,0.0000,1,2.0003
small4,3,2,20,20,0.0000,1,2.0050
small4,4,2,20,20,0.0000,1,2.0074
small4,5,2,20,20,0.0000,1,2.0020
small4,6,2,20,20,0.0000,1,2.0015
small4,7,2,20,20,0.0000,1,2.0059
small4,8,2,20,20,0.0000,1,2.0177
small4,9,2,20,20,0.0000,1,2.0082
small4,10,2,20,20,0.0000,1,2.0036
small4,11,2,20,20,0.0000,1,2.0028
small4,12,2,20,20,0.0000,1,2.0016
small4,13,2,20,20,0.0000,1,2.0188
small4,14,2,20,20,0.0000,1,2.0015
small4,15,2,20,20,0.0000,1,2.0005
small4,16,2,20,20,0.0000,1,2.0028
small4,17,2,20,20,0.0000,1,2.0087
small4,18,2,20,20,0.0000,1,2.0044
small4,19,2,20,20,0.0000,1,2.0012
small4,20,2,20,20,0.0000,1,2.0098
small4,21,2,20,20,0.0000,1,2.0001
small4,22,2,20,20,0.0000,1,2.0024
small4,23,2,20,20,0.0000,1,2.0022
small4,24,2,20,20,0.0000,1,2.0098
small4,25,2,20,20,0.0000,1,2.0079
small4,26,2,20,20,0.0000,1,2.0082
small4,27,2,20,20,0.0000,1,2.0027
small4,28,2,20,20,0.0000,1,2.0001
small4,29,2,20,20,0.0000,1,2.0022
small4,30,2,20,20,0.0000,1,2.0073
small4,31,2,20,20,0.0000,1,2.0122
small4,32,2,20,20,0.0000,1,2.0107
small4,33,2,20,20,0.0000,1,2.0004
small4,34,2,20,20,0.0000,1,2.0118
small4,35,2,20,20,0.0000,1,2.0005
small4,36,2,20,20,0.0000,1,2.0023
small4,37,2,20,20,0.0000,1,2.0060
small4,38,2,20,20,0.0000,1,2.0069
small4,39,2,20,20,0.0000,1,2.0074
small4,40,2,20,20,0.0000,1,2.0007
small4,41,2,20,20,0.0000,1,2.0119
small4,42,2,20,20,0.0000,1,2.0115
small4,43,2,20,20,0.0000,1,2.0157
small4,44,2,20,20,0.0000,1,2.0041
small4,45,2,20,20,0.0000,1,2.0087
small4,46,2,20,20,0.0000,1,2.0045
small4,47,2,20,20,0.0000,1,2.0080
small4,48,2,20,20,0.0000,1,2.0002
small4,49,2,20,20,0.0000,1,2.0080
small4,50,2,20,20,0.0000,1,2.0008
small5,1,2,21,21,0.0000,1,2.0184
small5,2,2,21,21,0.0000,1,2.0517
small5,3,2,21,21,0.0000,1,2.0064
small5,4,2,21,21,0.0000,1,2.0005
small5,5,2,21,21,0.0000,1,2.0059
small5,6,2,21,21,0.0000,1,2.0391
small5,7,2,21,21,0.0000,1,2.0217
small5,8,2,21,21,0.0000,1,2.0016
small5,9,2,21,21,0.0000,1,2.0067
small5,10,2,21,21,0.0000,1,2.2957
small5,11,2,21,21,0.0000,1,2.0131
small5,12,2,21,21,0.0000,1,2.0074
small5,13,2,21,21,0.0000,1,2.0258
small5,14,2,21,21,0.0000,1,2.0235
small5,15,2,21,21,0.0000,1,2.0063
small5,16,2,21,21,0.0000,1,2.0030
small5,17,2,21,21,0.0000,1,2.0109
small5,18,2,21,21,0.0000,1,2.0159
small5,19,2,21,21,0.0000,1,2.0126
small5,20,2,21,21,0.0000,1,2.0688
small5,21,2,21,21,0.0000,1,2.0046
small5,22,2,21,21,0.0000,1,2.0589
small5,23,2,21,21,0.0000,1,2.0040
small5,24,2,21,21,0.0000,1,2.0044
small5,25,2,21,21,0.0000,1,2.0039
small5,26,2,21,21,0.0000,1,2.0015
small5,27,2,21,21,0.0000,1,2.0478
small5,28,2,21,21,0.0000,1,2.0010
small5,29,2,21,21,0.0000,1,2.0486
small5,30,2,21,21,0.0000,1,2.0168
small5,31,2,21,21,0.0000,1,2.0256
small5,32,2,21,21,0.0000,1,2.0159
small5,33,2,21,21,0.0000,1,2.0059
small5,34,2,21,21,0.0000,1,2.0244
small5,35,2,21,21,0.0000,1,2.0147
small5,36,2,21,21,0.0000,1,2.0044
small5,37,2,21,21,0.0000,1,2.0042
small5,38,2,21,21,0.0000,1,2.0008
small5,39,2,21,21,0.0000,1,2.0008
small5,40,2,21,21,0.0000,1,2.0058
small5,41,2,21,21,0.0000,1,2.0008
small5,42,2,21,21,0.0000,1,2.0028
small5,43,2,21,21,0.0000,1,2.0107
small5,44,2,21,21,0.0000,1,2.0025
small5,45,2,21,21,0.0000,1,2.0056
small5,46,2,21,21,0.0000,1,2.0029
small5,47,2,21,21,0.0000,1,2.0033
small5,48,2,21,21,0.0000,1,2.0009
small5,49,2,21,21,0.0000,1,2.0039
small5,50,2,21,21,0.0000,1,2.0036
small6,1,2,20,20,0.0000,1,2.0078
small6,2,2,20,20,0.0000,1,2.0081
small6,3,2,20,20,0.0000,1,2.0047
small6,4,2,20,20,0.0000,1,2.0029
small6,5,2,20,20,0.0000,1,2.0102
small6,6,2,20,20,0.0000,1,2.0028
small6,7,2,20,20,0.0000,1,2.0104
small6,8,2,20,20,0.0000,1,2.0120
small6,9,2,20,20,0.0000,1,2.0063
small6,10,2,20,20,0.0000,1,2.0044
small6,11,2,20,20,0.0000,1,2.0003
small6,12,2,20,20,0.0000,1,2.0022
small6,13,2,20,20,0.0000,1,2.0012
small6,14,2,20,20,0.0000,1,2.0100
small6,15,2,20,20,0.0000,1,2.0032
small6,16,2,20,20,0.0000,1,2.0006
small6,17,2,20,20,0.0000,1,2.0028
small6,18,2,20,20,0.0000,1,2.0055
small6,19,2,20,20,0.0000,1,2.0019
small6,20,2,20,20,0.0000,1,2.0104
small6,21,2,20,20,0.0000,1,2.0033
small6,22,2,20,20,0.0000,1,2.0011
small6,23,2,20,20,0.0000,1,2.0113
small6,24,2,20,20,0.0000,1,2.0053
small6,25,2,20,20,0.0000,1,2.0032
small6,26,2,20,20,0.0000,1,2.0017
small6,27,2,20,20,0.0000,1,2.0065
small6,28,2,20,20,0.0000,1,2.0015
small6,29,2,20,20,0.0000,1,2.0272
small6,30,2,20,20,0.0000,1,2.0032
small6,31,2,20,20,0.0000,1,2.0047
small6,32,2,20,20,0.0000,1,2.0118
small6,33,2,20,20,0.0000,1,2.0004
small6,34,2,20,20,0.0000,1,2.0032
small6,35,2,20,20,0.0000,1,2.0007
small6,36,2,20,20,0.0000,1,2.0075
small6,37,2,20,20,0.0000,1,2.0006
small6,38,2,20,20,0.0000,1,2.0012
small6,39,2,20,20,0.0000,1,2.0052
small6,40,2,20,20,0.0000,1,2.0040
small6,41,2,20,20,0.0000,1,2.0031
small6,42,2,20,20,0.0000,1,2.0008
small6,43,2,20,20,0.0000,1,2.0037
small6,44,2,20,20,0.0000,1,2.0020
small6,45,2,20,20,0.0000,1,2.0013
small6,46,2,20,20,0.0000,1,2.0095
small6,47,2,20,20,0.0000,1,2.0052
small6,48,2,20,20,0.0000,1,2.0098
small6,49,2,20,20,0.0000,1,2.0052
small6,50,2,20,20,0.0000,1,2.0030
small7,1,2,20,20,0.0000,1,2.0016
small7,2,2,20,20,0.0000,1,2.0040
small7,3,2,20,20,0.0000,1,2.0131
small7,4,2,20,20,0.0000,1,2.0041
small7,5,2,20,20,0.0000,1,2.0008
small7,6,2,20,20,0.0000,1,2.0030
small7,7,2,20,20,0.0000,1,2.0070
small7,8,2,20,20,0.0000,1,2.0039
small7,9,2,20,20,0.0000,1,2.0019
small7,10,2,20,20,0.0000,1,2.0081
small7,11,2,20,20,0.0000,1,2.0038
small7,12,2,20,20,0.0000,1,2.0098
small7,13,2,20,20,0.0000,1,2.0095
small7,14,2,20,20,0.0000,1,2.0054
small7,15,2,20,20,0.0000,1,2.0019
small7,16,2,20,20,0.0000,1,2.0085
small7,17,2,20,20,0.0000,1,2.0020
small7,18,2,20,20,0.0000,1,2.0046
small7,19,2,20,20,0.0000,1,2.0013
small7,20,2,20,20,0.0000,1,2.0033
small7,21,2,20,20,0.0000,1,2.0004
small7,22,2,20,20,0.0000,1,2.0038
small7,23,2,20,20,0.0000,1,2.0081
small7,24,2,20,20,0.0000,1,2.0013
small7,25,2,20,20,0.0000,1,2.0077
small7,26,2,20,20,0.0000,1,2.0015
small7,27,2,20,20,0.0000,1,2.0136
small7,28,2,20,20,0.0000,1,2.0102
small7,29,2,20,20,0.0000,1,2.0015
small7,30,2,20,20,0.0000,1,2.0052
small7,31,2,20,20,0.0000,1,2.0077
small7,32,2,20,20,0.0000,1,2.0078
small7,33,2,20,20,0.0000,1,2.0070
small7,34,2,20,20,0.0000,1,2.0033
small7,35,2,20,20,0.0000,1,2.0018
small7,36,2,20,20,0.0000,1,2.0106
small7,37,2,20,20,0.0000,1,2.0052
small7,38,2,20,20,0.0000,1,2.0049
small7,39,2,20,20,0.0000,1,2.0039
small7,40,2,20,20,0.0000,1,2.0044
small7,41,2,20,20,0.0000,1,2.0014
small7,42,2,20,20,0.0000,1,2.0154
small7,43,2,20,20,0.0000,1,2.0108
small7,44,2,20,20,0.0000,1,2.0050
small7,45,2,20,20,0.0000,1,2.0100
small7,46,2,20,20,0.0000,1,2.0038
small7,47,2,20,20,0.0000,1,2.0023
small7,48,2,20,20,0.0000,1,2.0085
small7,49,2,20,20,0.0000,1,2.0052
small7,50,2,20,20,0.0000,1,2.0025
small8,1,2,19,19,0.0000,1,2.0017
small8,2,2,19,19,0.0000,1,2.0023
small8,3,2,19,19,0.0000,1,2.0096
small8,4,2,19,19,0.0000,1,2.0054
small8,5,2,19,19,0.0000,1,2.0000
small8,6,2,19,19,0.0000,1,2.0008
small8,7,2,19,19,0.0000,1,2.0025
small8,8,2,19,19,0.0000,1,2.0013
small8,9,2,19,19,0.0000,1,2.0048
small8,10,2,19,19,0.0000,1,2.0032
small8,11,2,19,19,0.0000,1,2.0007
small8,12,2,19,19,0.0000,1,2.0059
small8,13,2,19,19,0.0000,1,2.0035
small8,14,2,19,19,0.0000,1,2.0033
small8,15,2,19,19,0.0000,1,2.0035
small8,16,2,19,19,0.0000,1,2.0023
small8,17,2,19,19,0.0000,1,2.0079
small8,18,2,19,19,0.0000,1,2.0000
small8,19,2,19,19,0.0000,1,2.0021
small8,20,2,19,19,0.0000,1,2.0025
small8,21,2,19,19,0.0000,1,2.0030
small8,22,2,19,19,0.0000,1,2.0017
small8,23,2,19,19,0.0000,1,2.0001
small8,24,2,19,19,0.0000,1,2.0008
small8,25,2,19,19,0.0000,1,2.0011
small8,26,2,19,19,0.0000,1,2.0022
small8,27,2,19,19,0.0000,1,2.0052
small8,28,2,19,19,0.0000,1,2.0034
small8,29,2,19,19,0.0000,1,2.0097
small8,30,2,19,19,0.0000,1,2.0011
small8,31,2,19,19,0.0000,1,2.0100
small8,32,2,19,19,0.0000,1,2.0015
small8,33,2,19,19,0.0000,1,2.0000
small8,34,2,19,19,0.0000,1,2.0043
small8,35,2,19,19,0.0000,1,2.0032
small8,36,2,19,19,0.0000,1,2.0028
small8,37,2,19,19,0.0000,1,2.0032
small8,38,2,19,19,0.0000,1,2.0024
small8,39,2,19,19,0.0000,1,2.0003
small8,40,2,19,19,0.0000,1,2.0026
small8,41,2,19,19,0.0000,1,2.0007
small8,42,2,19,19,0.0000,1,2.0030
small8,43,2,19,19,0.0000,1,2.0011
small8,44,2,19,19,0.0000,1,2.0026
small8,45,2,19,19,0.0000,1,2.0017
small8,46,2,19,19,0.0000,1,2.0020
small8,47,2,19,19,0.0000,1,2.0003
small8,48,2,19,19,0.0000,1,2.0064
small8,49,2,19,19,0.0000,1,2.0003
small8,50,2,19,19,0.0000,1,2.0045
small9,1,2,21,21,0.0000,1,2.0003
small9,2,2,21,21,0.0000,1,2.0008
small9,3,2,21,21,0.0000,1,2.0024
small9,4,2,21,21,0.0000,1,2.0009
small9,5,2,21,21,0.0000,1,2.0024
small9,6,2,21,21,0.0000,1,2.0029
small9,7,2,21,21,0.0000,1,2.0010
small9,8,2,21,21,0.0000,1,2.0071
small9,9,2,21,21,0.0000,1,2.0096
small9,10,2,21,21,0.0000,1,2.0026
small9,11,2,21,21,0.0000,1,2.0019
small9,12,2,21,21,0.0000,1,2.0049
small9,13,2,21,21,0.0000,1,2.0028
small9,14,2,21,21,0.0000,1,2.0057
small9,15,2,21,21,0.0000,1,2.0036
small9,16,2,21,21,0.0000,1,2.0011
small9,17,2,21,21,0.0000,1,2.0005
small9,18,2,21,21,0.0000,1,2.0020
small9,19,2,21,21,0.0000,1,2.0076
small9,20,2,21,21,0.0000,1,2.0031
small9,21,2,21,21,0.0000,1,2.0018
small9,22,2,21,21,0.0000,1,2.0055
small9,23,2,21,21,0.0000,1,2.0035
small9,24,2,21,21,0.0000,1,2.0064
small9,25,2,21,21,0.0000,1,2.0034
small9,26,2,21,21,0.0000,1,2.0045
small9,27,2,21,21,0.0000,1,2.0020
small9,28,2,21,21,0.0000,1,2.0006
small9,29,2,21,21,0.0000,1,2.0016
small9,30,2,21,21,0.0000,1,2.0032
small9,31,2,21,21,0.0000,1,2.0016
small9,32,2,21,21,0.0000,1,2.0054
small9,33,2,21,21,0.0000,1,2.0084
small9,34,2,21,21,0.0000,1,2.0041
small9,35,2,21,21,0.0000,1,2.0057
small9,36,2,21,21,0.0000,1,2.0011
small9,37,2,21,21,0.0000,1,2.0009
small9,38,2,21,21,0.0000,1,2.0065
small9,39,2,21,21,0.0000,1,2.0002
small9,40,2,21,21,0.0000,1,2.0019
small9,41,2,21,21,0.0000,1,2.0004
small9,42,2,21,21,0.0000,1,2.0060
small9,43,2,21,21,0.0000,1,2.0020
small9,44,2,21,21,0.0000,1,2.0052
small9,45,2,21,21,0.0000,1,2.0011
small9,46,2,21,21,0.0000,1,2.0017
small9,47,2,21,21,0.0000,1,2.0033
small9,48,2,21,21,0.0000,1,2.0067
small9,49,2,21,21,0.0000,1,2.0010
small9,50,2,21,21,0.0000,1,2.0041
test1,1,2,2,2,0.0000,1,2.0010
test1,2,2,2,2,0.0000,1,2.0009
test1,3,2,2,2,0.0000,1,2.0003
test1,4,2,2,2,0.0000,1,2.0006
test1,5,2,2,2,0.0000,1,2.0022
test1,6,2,2,2,0.0000,1,2.0017
test1,7,2,2,2,0.0000,1,2.0014
test1,8,2,2,2,0.0000,1,2.0021
test1,9,2,2,2,0.0000,1,2.0020
test1,10,2,2,2,0.0000,1,2.0007
test1,11,2,2,2,0.0000,1,2.0003
test1,12,2,2,2,0.0000,1,2.0010
test1,13,2,2,2,0.0000,1,2.0022
test1,14,2,2,2,0.0000,1,2.0020
test1,15,2,2,2,0.0000,1,2.0012
test1,16,2,2,2,0.0000,1,2.0004
test1,17,2,2,2,0.0000,1,2.0009
test1,18,2,2,2,0.0000,1,2.0016
test1,19,2,2,2,0.0000,1,2.0018
test1,20,2,2,2,0.0000,1,2.0010
test1,21,2,2,2,0.0000,1,2.0025
test1,22,2,2,2,0.0000,1,2.0017
test1,23,2,2,2,0.0000,1,2.0006
test1,24,2,2,2,0.0000,1,2.0008
test1,25,2,2,2,0.0000,1,2.0025
test1,26,2,2,2,0.0000,1,2.0006
test1,27,2,2,2,0.0000,1,2.0011
test1,28,2,2,2,0.0000,1,2.0008
test1,29,2,2,2,0.0000,1,2.0020
test1,30,2,2,2,0.0000,1,2.0003
test1,31,2,2,2,0.0000,1,2.0014
test1,32,2,2,2,0.0000,1,2.0011
test1,33,2,2,2,0.0000,1,2.0015
test1,34,2,2,2,0.0000,1,2.0006
test1,35,2,2,2,0.0000,1,2.0016
test1,36,2,2,2,0.0000,1,2.0011
test1,37,2,2,2,0.0000,1,2.0007
test1,38,2,2,2,0.0000,1,2.0008
test1,39,2,2,2,0.0000,1,2.0007
test1,40,2,2,2,0.0000,1,2.0050
test1,41,2,2,2,0.0000,1,2.0023
test1,42,2,2,2,0.0000,1,2.0020
test1,43,2,2,2,0.0000,1,2.0001
test1,44,2,2,2,0.0000,1,2.0031
test1,45,2,2,2,0.0000,1,2.0016
test1,46,2,2,2,0.0000,1,2.0022
test1,47,2,2,2,0.0000,1,2.0015
test1,48,2,2,2,0.0000,1,2.0004
test1,49,2,2,2,0.0000,1,2.0017
test1,50,2,2,2,0.0000,1,2.0003
test2,1,2,3,3,0.0000,1,2.0029
test2,2,2,3,3,0.0000,1,2.0009
test2,3,2,3,3,0.0000,1,2.0017
test2,4,2,3,3,0.0000,1,2.0017
test2,5,2,3,3,0.0000,1,2.0002
test2,6,2,3,3,0.0000,1,2.0033
test2,7,2,3,3,0.0000,1,2.0036
test2,8,2,3,3,0.0000,1,2.0012
test2,9,2,3,3,0.0000,1,2.0006
test2,10,2,3,3,0.0000,1,2.0002
test2,11,2,3,3,0.0000,1,2.0034
test2,12,2,3,3,0.0000,1,2.0011
test2,13,2,3,3,0.0000,1,2.0012
test2,14,2,3,3,0.0000,1,2.0001
test2,15,2,3,3,0.0000,1,2.0102
test2,16,2,3,3,0.0000,1,2.0015
test2,17,2,3,3,0.0000,1,2.0022
test2,18,2,3,3,0.0000,1,2.0017
test2,19,2,3,3,0.0000,1,2.0030
test2,20,2,3,3,0.0000,1,2.0140
test2,21,2,3,3,0.0000,1,2.0015
test2,22,2,3,3,0.0000,1,2.0012
test2,23,2,3,3,0.0000,1,2.0048
test2,24,2,3,3,0.0000,1,2.0005
test2,25,2,3,3,0.0000,1,2.0028
test2,26,2,3,3,0.0000,1,2.0025
test2,27,2,3,3,0.0000,1,2.0013
test2,28,2,3,3,0.0000,1,2.0002
test2,29,2,3,3,0.0000,1,2.0004
test2,30,2,3,3,0.0000,1,2.0009
test2,31,2,3,3,0.0000,1,2.0038
test2,32,2,3,3,0.0000,1,2.0012
test2,33,2,3,3,0.0000,1,2.0002
test2,34,2,3,3,0.0000,1,2.0070
test2,35,2,3,3,0.0000,1,2.0026
test2,36,2,3,3,0.0000,1,2.0001
test2,37,2,3,3,0.0000,1,2.0006
test2,38,2,3,3,0.0000,1,2.0019
test2,39,2,3,3,0.0000,1,2.0008
test2,40,2,3,3,0.0000,1,2.0012
test2,41,2,3,3,0.0000,1,2.0006
test2,42,2,3,3,0.0000,1,2.0004
test2,43,2,3,3,0.0000,1,2.0012
test2,44,2,3,3,0.0000,1,2.0008
test2,45,2,3,3,0.0000,1,2.0015
test2,46,2,3,3,0.0000,1,2.0004
test2,47,2,3,3,0.0000,1,2.0012
test2,48,2,3,3,0.0000,1,2.0005
test2,49,2,3,3,0.0000,1,2.0011
test2,50,2,3,3,0.0000,1,2.0030
test3,1,2,5,5,0.0000,1,2.0000
test3,2,2,5,5,0.0000,1,2.0016
test3,3,2,5,5,0.0000,1,2.0019
test3,4,2,5,5,0.0000,1,2.0008
test3,5,2,5,5,0.0000,1,2.0001
test3,6,2,5,5,0.0000,1,2.0004
test3,7,2,5,5,0.0000,1,2.0004
test3,8,2,5,5,0.0000,1,2.0005
test3,9,2,5,5,0.0000,1,2.0008
test3,10,2,5,5,0.0000,1,2.0029
test3,11,2,5,5,0.0000,1,2.0001
test3,12,2,5,5,0.0000,1,2.0021
test3,13,2,5,5,0.0000,1,2.0013
test3,14,2,5,5,0.0000,1,2.0008
test3,15,2,5,5,0.0000,1,2.0006
test3,16,2,5,5,0.0000,1,2.0006
test3,17,2,5,5,0.0000,1,2.0001
test3,18,2,5,5,0.0000,1,2.0005
test3,19,2,5,5,0.0000,1,2.0020
test3,20,2,5,5,0.0000,1,2.0012
test3,21,2,5,5,0.0000,1,2.0002
test3,22,2,5,5,0.0000,1,2.0011
test3,23,2,5,5,0.0000,1,2.0007
test3,24,2,5,5,0.0000,1,2.0016
test3,25,2,5,5,0.0000,1,2.0002
test3,26,2,5,5,0.0000,1,2.0014
test3,27,2,5,5,0.0000,1,2.0049
test3,28,2,5,5,0.0000,1,2.0011
test3,29,2,5,5,0.0000,1,2.0026
test3,30,2,5,5,0.0000,1,2.0016
test3,31,2,5,5,0.0000,1,2.0014
test3,32,2,5,5,0.0000,1,2.0008
test3,33,2,5,5,0.0000,1,2.0024
test3,34,2,5,5,0.0000,1,2.0002
test3,35,2,5,5,0.0000,1,2.0016
test3,36,2,5,5,0.0000,1,2.0012
test3,37,2,5,5,0.0000,1,2.0021
test3,38,2,5,5,0.0000,1,2.0009
test3,39,2,5,5,0.0000,1,2.0023
test3,40,2,5,5,0.0000,1,2.0015
test3,41,2,5,5,0.0000,1,2.0023
test3,42,2,5,5,0.0000,1,2.0008
test3,43,2,5,5,0.0000,1,2.0034
test3,44,2,5,5,0.0000,1,2.0047
test3,45,2,5,5,0.0000,1,2.0009
test3,46,2,5,5,0.0000,1,2.0007
test3,47,2,5,5,0.0000,1,2.0027
test3,48,2,5,5,0.0000,1,2.0009
test3,49,2,5,5,0.0000,1,2.0009
test3,50,2,5,5,0.0000,1,2.0066
test4,1,2,7,7,0.0000,1,2.0058
test4,2,2,7,7,0.0000,1,2.0006
test4,3,2,7,7,0.0000,1,2.0005
test4,4,2,7,7,0.0000,1,2.0015
test4,5,2,7,7,0.0000,1,2.0003
test4,6,2,7,7,0.0000,1,2.0025
test4,7,2,7,7,0.0000,1,2.0039
test4,8,2,7,7,0.0000,1,2.0011
test4,9,2,7,7,0.0000,1,2.0014
test4,10,2,7,7,0.0000,1,2.0019
test4,11,2,7,7,0.0000,1,2.0013
test4,12,2,7,7,0.0000,1,2.0012
test4,13,2,7,7,0.0000,1,2.0001
test4,14,2,7,7,0.0000,1,2.0040
test4,15,2,7,7,0.0000,1,2.0114
test4,16,2,7,7,0.0000,1,2.0002
test4,17,2,7,7,0.0000,1,2.0011
test4,18,2,7,7,0.0000,1,2.0011
test4,19,2,7,7,0.0000,1,2.0087
test4,20,2,7,7,0.0000,1,2.0021
test4,21,2,7,7,0.0000,1,2.0006
test4,22,2,7,7,0.0000,1,2.0013
test4,23,2,7,7,0.0000,1,2.0008
test4,24,2,7,7,0.0000,1,2.0064
test4,25,2,7,7,0.0000,1,2.0025
test4,26,2,7,7,0.0000,1,2.0026
test4,27,2,7,7,0.0000,1,2.0016
test4,28,2,7,7,0.0000,1,2.0021
test4,29,2,7,7,0.0000,1,2.0010
test4,30,2,7,7,0.0000,1,2.0008
test4,31,2,7,7,0.0000,1,2.0268
test4,32,2,7,7,0.0000,1,2.0058
test4,33,2,7,7,0.0000,1,2.0079
test4,34,2,7,7,0.0000,1,2.0046
test4,35,2,7,7,0.0000,1,2.0082
test4,36,2,7,7,0.0000,1,2.0113
test4,37,2,7,7,0.0000,1,2.0034
test4,38,2,7,7,0.0000,1,2.0022
test4,39,2,7,7,0.0000,1,2.0011
test4,40,2,7,7,0.0000,1,2.0012
test4,41,2,7,7,0.0000,1,2.0001
test4,42,2,7,7,0.0000,1,2.0038
test4,43,2,7,7,0.0000,1,2.0027
test4,44,2,7,7,0.0000,1,2.0019
test4,45,2,7,7,0.0000,1,2.0050
test4,46,2,7,7,0.0000,1,2.0011
test4,47,2,7,7,0.0000,1,2.0000
test4,48,2,7,7,0.0000,1,2.0045
test4,49,2,7,7,0.0000,1,2.0002
test4,50,2,7,7,0.0000,1,2.0005
test5,1,2,7,7,0.0000,1,2.0294
test5,2,2,7,7,0.0000,1,2.0477
test5,3,2,7,7,0.0000,1,2.0437
test5,4,2,7,7,0.0000,1,2.0316
test5,5,2,7,7,0.0000,1,2.0253
test5,6,2,7,7,0.0000,1,2.0254
test5,7,2,7,7,0.0000,1,2.0188
test5,8,2,7,7,0.0000,1,2.0280
test5,9,2,7,7,0.0000,1,2.0175
test5,10,2,7,7,0.0000,1,2.0300
test5,11,2,7,7,0.0000,1,2.0017
test5,12,2,7,7,0.0000,1,2.0026
test5,13,2,7,7,0.0000,1,2.0008
test5,14,2,7,7,0.0000,1,2.0018
test5,15,2,7,7,0.0000,1,2.0016
test5,16,2,7,7,0.0000,1,2.0021
test5,17,2,7,7,0.0000,1,2.0027
test5,18,2,7,7,0.0000,1,2.0004
test5,19,2,7,7,0.0000,1,2.0022
test5,20,2,7,7,0.0000,1,2.0002
test5,21,2,7,7,0.0000,1,2.0004
test5,22,2,7,7,0.0000,1,2.0009
test5,23,2,7,7,0.0000,1,2.0027
test5,24,2,7,7,0.0000,1,2.0019
test5,25,2,7,7,0.0000,1,2.0005
test5,26,2,7,7,0.0000,1,2.0018
test5,27,2,7,7,0.0000,1,2.0014
test5,28,2,7,7,0.0000,1,2.0008
test5,29,2,7,7,0.0000,1,2.0043
test5,30,2,7,7,0.0000,1,2.0036
test5,31,2,7,7,0.0000,1,2.0026
test5,32,2,7,7,0.0000,1,2.0223
test5,33,2,7,7,0.0000,1,2.0006
test5,34,2,7,7,0.0000,1,2.0051
test5,35,2,7,7,0.0000,1,2.0048
test5,36,2,7,7,0.0000,1,2.0015
test5,37,2,7,7,0.0000,1,2.0049
test5,38,2,7,7,0.0000,1,2.0021
test5,39,2,7,7,0.0000,1,2.0037
test5,40,2,7,7,0.0000,1,2.0001
test5,41,2,7,7,0.0000,1,2.0009
test5,42,2,7,7,0.0000,1,2.0016
test5,43,2,7,7,0.0000,1,2.0045
test5,44,2,7,7,0.0000,1,2.0008
test5,45,2,7,7,0.0000,1,2.0073
test5,46,2,7,7,0.0000,1,2.0018
test5,47,2,7,7,0.0000,1,2.0001
test5,48,2,7,7,0.0000,1,2.0062
test5,49,2,7,7,0.0000,1,2.0014
test5,50,2,7,7,0.0000,1,2.0022
